date,cm10yr,cm5f5,cm5yr,cp3m_spread_m,ebp,ed2_tc,ed3_tc,ed4_tc,ff,ff4_tc,ff_exp1yr,gs1,gs2,logcpi,logip,mortg_spread_m,mp1_tc,dlogip,dlogcpi
1979-07-01,8.9499998,9.0023813,8.8976192,.51500028,-.22395299,,,,10.47,,,9.6400003,9.1400003,429.0459,394.33411,2.1400001,,,
1979-08-01,9.0295649,8.9986954,9.0604343,.78499979,-.31748801,,,,10.94,,,9.9799995,9.46,430.00031,393.67551,2.0599999,,-7.9031982,11.452881
1979-09-01,9.3347368,9.2610531,9.4084215,1.255,-.089455999,,,,11.43,,,10.84,10.06,430.94559,393.81561,1.97,,1.6812744,11.343384
1979-10-01,10.299091,9.9704542,10.627727,1.415,-.91215801,,,,13.77,,,12.44,11.49,432.01511,394.3526,1.34,,6.4438477,12.834229
1979-11-01,10.653158,10.38105,10.925263,1.665,-.16622201,,,,13.18,,,12.39,11.81,433.0733,394.25211,2.1800001,,-1.2059326,12.698364
1979-12-01,10.386,10.3565,10.4155,1.085,.127869,,,,13.78,,,11.98,11.39,434.25061,394.32251,2.509999,,.84484863,14.127686
1980-01-01,10.802273,10.86091,10.743636,.92500007,-.102562,,,,13.82,,,12.06,11.5,435.6709,394.75119,2.0799999,,5.144165,17.043457
1980-02-01,12.414737,12.23316,12.596316,.80500019,-.58488202,,,,14.13,,,13.92,13.42,436.94479,394.82971,.63000011,,.94226074,15.286743
1980-03-01,12.749048,12.02857,13.469524,1.495,.25607601,,,,17.190001,,,15.82,14.88,438.32761,394.52219,2.53,,-3.6903076,16.59375
1980-04-01,11.473333,11.10286,11.84381,2.4649999,-.73117501,,,,17.610001,,,13.3,12.5,439.32141,392.48209,4.8600001,,-24.481201,11.925659
1980-05-01,10.181429,10.41714,9.945714,.79500002,.024596,,,,10.98,,,9.3900003,9.4499998,440.30539,389.9928,4.0799999,,-29.87146,11.807739
1980-06-01,9.7780952,10.34476,9.2114286,1.085001,-.089556001,,,,9.4700003,,,8.1599998,8.7299995,441.27979,388.76419,2.9300001,,-14.743286,11.692749
1980-07-01,10.247727,10.96682,9.528636,.2349996,.093039997,,,,9.0299997,,,8.6499996,9.0299997,441.401,388.1019,1.9400001,,-7.9475098,1.4545898
1980-08-01,11.101905,11.36476,10.839048,.32499969,-.041168999,,,,9.6099997,,,10.24,10.53,442.12469,388.38931,1.46,,3.4489746,8.6843262
1980-09-01,11.508571,11.39905,11.618095,.58499998,-.073297001,,,,10.87,,,11.52,11.57,442.96259,389.98679,1.6900001,,19.169678,10.054688
1980-10-01,11.751364,11.64136,11.861364,.78500068,-.297335,,,,12.81,,,12.49,12.09,443.91159,391.2341,2.04,,14.967773,11.388062
1980-11-01,12.684706,12.53471,12.834706,1.335001,.26447001,,,,15.85,,,14.15,13.51,444.96851,392.94519,1.53,,20.533081,12.682983
1980-12-01,12.844091,12.44091,13.247273,2.4649999,-.103086,,,,18.9,,,14.88,14.08,445.8988,393.53491,1.95,,7.0766602,11.163574
1981-01-01,12.568571,12.36667,12.770476,1.4450001,.324857,,,,19.08,,,14.08,13.26,446.8204,392.9798,2.3299999,,-6.661377,11.059204
1981-02-01,13.194444,12.97667,13.412222,.58499998,.103979,,,,15.93,,,14.57,13.92,447.7337,392.5141,1.940001,,-5.5883789,10.959595
1981-03-01,13.115909,12.82364,13.408182,.46500009,-.035854999,,,,14.7,,,13.71,13.57,448.41321,393.0321,2.28,,6.2160645,8.1540527
1981-04-01,13.679524,13.3681,13.990952,.75500101,.50134301,,,,15.72,,,14.32,14.15,448.97589,392.60281,1.9,,-5.1514893,6.7521973
1981-05-01,14.0995,13.574,14.625,1.145,.26379901,,,,18.52,,,16.200001,15.46,449.64709,393.21509,2.299999,,7.34729,8.0544434
1981-06-01,13.472273,12.99136,13.953182,1.475,.42459199,,,,19.1,,,14.86,14.51,450.535,393.67551,3.23,,5.5250244,10.654907
1981-07-01,14.280909,13.77182,14.79,1.9349999,.412094,,,,19.040001,,,15.72,15.35,451.63391,394.302,2.55,,7.5179443,13.18689
1981-08-01,14.937143,14.31048,15.56381,1.605,.239638,,,,17.82,,,16.719999,16.280001,452.396,394.29501,2.3500011,,-.083862305,9.1450195
1981-09-01,15.32381,14.71762,15.93,1.275001,.39655101,,,,15.87,,,16.52,16.459999,453.3674,393.65948,2.8399999,,-7.6263428,11.65686
1981-10-01,15.148095,14.88952,15.406667,1.195001,.57229,,,,15.08,,,15.38,15.54,453.68909,392.9584,3.3000009,,-8.4129639,3.8602295
1981-11-01,13.392778,13.41,13.375556,1.1849999,.160274,,,,13.31,,,12.41,12.88,454.11649,391.84879,4.4400001,,-13.31543,5.1287842
1981-12-01,13.724545,13.84864,13.600455,1.155,.54532802,,,,12.37,,,12.85,13.29,454.43579,390.73761,3.2,,-13.334106,3.831665
1982-01-01,14.594,14.5425,14.6455,.69500059,.75689399,,,,13.22,,,14.32,14.57,454.75409,388.75009,2.809999,,-23.85022,3.8195801
1982-02-01,14.425556,14.31056,14.540556,.93500042,.453381,,,,14.78,,,14.73,14.82,455.07141,390.68839,3.1700001,,23.259521,3.8078613
1982-03-01,13.861304,13.74522,13.977391,1.005,.90809101,,,,14.68,,,13.95,14.19,455.07141,389.94629,3.3,,-8.9051514,0
1982-04-01,13.871905,13.74,14.00381,1.245001,.69748002,,,,14.94,,,13.98,14.2,455.3877,389.0759,3.02,,-10.444702,3.7954102
1982-05-01,13.6225,13.491,13.754,1.215,.712093,,,,14.45,,,13.34,13.78,456.3306,388.457,3.0599999,,-7.4267578,11.314819
1982-06-01,14.299545,14.17273,14.426364,1.375,.64298099,,,,14.15,,,14.07,14.47,457.4711,388.12091,2.400001,,-4.0330811,13.686035
1982-07-01,13.94619,13.82524,14.067143,1.474999,.61346602,,,,12.59,,,13.24,13.8,457.9852,387.80441,2.8699999,,-3.7979736,6.1691895
1982-08-01,13.055,13.11182,12.998182,1.355,-.113349,,,,10.12,,,11.43,12.32,458.19019,386.96979,3.21,,-10.015503,2.4598389
1982-09-01,12.339048,12.43,12.248095,2.325,.47666401,,,,10.31,,,10.85,11.78,458.19019,386.6297,3.0899999,,-4.0810547,0
1982-10-01,10.9065,11.0135,10.7995,1.375,.12542699,,,,9.71,,,9.3199997,10.19,458.59869,385.76599,3.7,,-10.364502,4.9020996
1982-11-01,10.550526,10.71947,10.381579,.50500011,.49941301,,,,9.1999998,,,9.1599998,9.8000002,458.4967,385.37451,3.28,,-4.6977539,-1.223877
1982-12-01,10.54,10.85773,10.222273,.45500031,.69748199,,,,8.9499998,,,8.9099998,9.6599998,458.19019,384.64511,3.0799999,,-8.7528076,-3.6782227
1983-01-01,10.457143,10.88857,10.025714,.1950001,.328926,,,,8.6800003,,,8.6199999,9.3299999,458.39471,386.54199,2.79,,22.762573,2.4543457
1983-02-01,10.724737,11.19211,10.257368,.1150007,.26702201,,,,8.5100002,,,8.9200001,9.6400003,458.4967,385.9379,2.3199999,,-7.2491455,1.223877
1983-03-01,10.506522,10.92957,10.083478,.055000201,.215837,,,,8.7700005,,8.3610134,9.04,9.6599998,458.59869,386.77011,2.29,,9.9865723,1.223877
1983-04-01,10.4,10.7785,10.0215,.20499989,.119112,,,,8.8000002,,8.394558,8.9799995,9.5699997,459.30981,387.9783,2.3800001,,14.498291,8.5334473
1983-05-01,10.38,10.72571,10.034286,.0250005,-.081389003,,,,8.6300001,,8.5609465,8.8999996,9.4899998,459.71381,388.66171,2.25,,8.2009277,4.8479004
1983-06-01,10.848636,11.06909,10.628182,.0950002,.087245002,,,,8.9799995,,9.0054874,9.6599998,10.18,459.91519,389.20261,2.02,,6.4907227,2.416626
1983-07-01,11.377,11.545,11.209,.055000201,-.075866997,,,,9.3699999,,9.3365812,10.2,10.69,460.3168,390.71069,2.04,,18.097046,4.8193359
1983-08-01,11.846087,12.06609,11.626087,.085000001,-.177673,,,,9.5600004,,9.4681559,10.53,11.07,460.617,391.79379,1.96,,12.997192,3.602417
1983-09-01,11.65381,11.87762,11.43,.1249999,-.047111999,,,,9.4499998,,9.2207317,10.16,10.79,460.9162,393.30539,2.0799999,,18.13916,3.590332
1983-10-01,11.541,11.804,11.278,.2349996,-.065370001,,,,9.4799995,,9.1824389,9.8100004,10.57,461.31381,394.11081,2,,9.6650391,4.7713623
1983-11-01,11.69,11.97105,11.408947,.22500031,.047045,,,,9.3400002,,9.2758732,9.9399996,10.66,461.61099,394.41861,1.75,,3.6936035,3.5661621
1983-12-01,11.829524,12.11429,11.544762,.4149999,.129582,,,,9.4700003,,9.5174999,10.11,10.84,461.90729,394.92841,1.59,,6.1175537,3.555542
1984-01-01,11.674286,11.98,11.368571,.1850004,.057239,0,0,0,9.5600004,,9.4237499,9.8999996,10.64,462.59531,396.93311,1.7,,24.056396,8.2562256
1984-02-01,11.842105,12.14579,11.538421,.1149997,-.050522,.0099999998,0,-.0099999998,9.5900002,,9.6455288,10.04,10.79,463.0838,397.42709,1.389999,,5.9278564,5.8619385
1984-03-01,12.319091,12.61682,12.021364,.19499961,.030464999,0,0,-.0012903,9.9099998,,10.16482,10.59,11.31,463.37579,397.8902,1.070001,,5.557251,3.5039063
1984-04-01,12.6335,12.8955,12.3715,.37500089,.147306,0,0,-.0087096998,10.29,,10.62408,10.9,11.69,463.7637,398.50562,1.02,,7.3850098,4.6549072
1984-05-01,13.408636,13.64455,13.172727,.70499992,-.28567901,.0087096998,.0116129,.0087096998,10.32,,11.1518,11.66,12.47,463.95721,398.99979,.52999967,,5.9300537,2.3221436
1984-06-01,13.562857,13.64905,13.476667,.99499983,-.0060049999,.0212903,.0283871,.0212903,11.06,,11.49875,12.08,12.91,464.15021,399.35391,.85999972,,4.2495117,2.315918
1984-07-01,13.362381,13.45,13.274762,.95499992,-.120269,.0090322997,.0045161,0,11.23,,11.76699,12.03,12.88,464.53519,399.68399,1.3099999,,3.9609375,4.619751
1984-08-01,12.716087,12.74739,12.684783,.59500021,.221358,.0045161,.0022581001,0,11.64,,11.79399,11.82,12.43,464.823,399.76019,1.75,,.91442871,3.4537354
1984-09-01,12.522632,12.51316,12.532105,.55500019,-.017890999,-.0135484,-.0067742001,0,11.3,,11.74875,11.58,12.2,465.10989,399.60071,1.83,,-1.9138184,3.442749
